client_id: -LtPNkt7PDVc8m3oSxkj
something quick please,"{'intent': 'inform', 'entity': False, 'entity_type': 'time', 'polarity': None}"
i dont really like salmon,"{'intent': 'inform', 'entity': ['salmon'], 'entity_type': 'food', 'polarity': '+'}"
i don't like salmon,"{'intent': 'inform', 'entity': ['salmon'], 'entity_type': 'food', 'polarity': '-'}"
no,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}"
i prefer something with rice,"{'intent': 'inform', 'entity': ['rice'], 'entity_type': 'food', 'polarity': '+'}"
no,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}"
client_id: -Lt_1h8b7u8wYUVw_ZH5
hello cora,"{'intent': 'greeting', 'entity': None, 'entity_type': None, 'polarity': None}"
C,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
"Im doing good, everything is great and yourself?","{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}"
I live in the UK,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
"Pizza, lasagne, pasta, roast dinner, fish and chips, Chinese food, curry.","{'intent': 'inform', 'entity': ['pizza', 'pasta', 'fish', 'chip'], 'entity_type': 'food', 'polarity': '+'}"
hungry,"{'intent': 'inform', 'entity': True, 'entity_type': 'hungry', 'polarity': None}"
not too unhealthy but not super healthy either in the middle!,"{'intent': 'inform', 'entity': False, 'entity_type': 'healthy', 'polarity': None}"
none,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}"
quick!,"{'intent': 'inform', 'entity': False, 'entity_type': 'time', 'polarity': None}"
thanks for the recommendation,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
yes please,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}"
cool,"{'intent': 'inform', 'entity': True, 'entity_type': 'time', 'polarity': None}"
client_id: -LtZiREPJGQBV-0HgutW
Hi,"{'intent': 'greeting', 'entity': None, 'entity_type': None, 'polarity': None}"
Trudi,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
I m fine thank u...yeah everything is ok just wana know do u hve any idea to make my dinner special...,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}"
Uk,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
Salad with chicken,"{'intent': 'inform', 'entity': ['salad'], 'entity_type': 'food', 'polarity': '+'}"
Light dinner,"{'intent': 'inform', 'entity': False, 'entity_type': 'hungry', 'polarity': None}"
Very healthy,"{'intent': 'inform', 'entity': True, 'entity_type': 'healthy', 'polarity': None}"
Salad must be needed,"{'intent': 'inform', 'entity': ['salad'], 'entity_type': 'food', 'polarity': '+'}"
Hve time,"{'intent': 'inform', 'entity': True, 'entity_type': 'time', 'polarity': None}"
Yeah its great thanks dear,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}"
Yeah please,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}"
No,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}"
No i think first one is great for me,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}"
I knew it already,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
No thanks,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}"
client_id: -Lt_7rUe-BmRD6zuYjAl
Hi Cora,"{'intent': 'greeting', 'entity': None, 'entity_type': None, 'polarity': None}"
Josh,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
Nope,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}"
The Moon,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
Some food,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
big big dinner,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
-,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
No bloody kale,"{'intent': 'inform', 'entity': ['kale'], 'entity_type': 'food', 'polarity': '-'}"
Quick,"{'intent': 'inform', 'entity': False, 'entity_type': 'time', 'polarity': None}"
No thanks,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}"
Yes please,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}"
Nope,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}"
client_id: -LtUuKj5kf1pJ6izfQYW
hello,"{'intent': 'greeting', 'entity': None, 'entity_type': None, 'polarity': None}"
Vitor,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
"Yes, pretty much!","{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}"
London,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
Rice with chicken and beans or tuna...,"{'intent': 'inform', 'entity': ['rice', 'beans', 'tuna'], 'entity_type': 'food', 'polarity': '+'}"
Light dinner,"{'intent': 'inform', 'entity': False, 'entity_type': 'hungry', 'polarity': None}"
A bit healthy,"{'intent': 'inform', 'entity': True, 'entity_type': 'healthy', 'polarity': None}"
Nope.,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}"
Something quick,"{'intent': 'inform', 'entity': False, 'entity_type': 'time', 'polarity': None}"
No. I hate broccoli,"{'intent': 'inform', 'entity': ['broccoli'], 'entity_type': 'food', 'polarity': '-'}"
No,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}"
I don't like spinach,"{'intent': 'inform', 'entity': ['spinach'], 'entity_type': 'food', 'polarity': '-'}"
No.,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}"
Yes.,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}"
client_id: -LteJMtRjyjEbUOu_46B
Hello,"{'intent': 'greeting', 'entity': None, 'entity_type': None, 'polarity': None}"
I'm feeling hungry,"{'intent': 'inform', 'entity': True, 'entity_type': 'hungry', 'polarity': None}"
Pretty healthy,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
Nope,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}"
I have time,"{'intent': 'inform', 'entity': True, 'entity_type': 'time', 'polarity': None}"
Sounds good,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}"
"No thanks, this looks great","{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}"
client_id: -Lt_7z6FALg8whlucT7h
hello,"{'intent': 'greeting', 'entity': None, 'entity_type': None, 'polarity': None}"
joao,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
yes,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}"
lisbon,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
soup,"{'intent': 'inform', 'entity': ['soup'], 'entity_type': 'food', 'polarity': '+'}"
light dinner,"{'intent': 'inform', 'entity': False, 'entity_type': 'hungry', 'polarity': None}"
very,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
no,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}"
something quick,"{'intent': 'inform', 'entity': False, 'entity_type': 'time', 'polarity': None}"
great,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}"
no,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}"
client_id: -LtZjGf5RtVCtQlaKeVg
hello,"{'intent': 'greeting', 'entity': None, 'entity_type': None, 'polarity': None}"
miguel,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
yes thank you,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}"
portugal,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
"fries with eggs, fish, meat with fries","{'intent': 'inform', 'entity': ['eggs', 'fish', 'meat'], 'entity_type': 'food', 'polarity': '+'}"
feeling hungry,"{'intent': 'inform', 'entity': True, 'entity_type': 'hungry', 'polarity': None}"
very healthy,"{'intent': 'inform', 'entity': True, 'entity_type': 'healthy', 'polarity': None}"
none,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}"
something quick,"{'intent': 'inform', 'entity': False, 'entity_type': 'time', 'polarity': None}"
that sounds great,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}"
no thanks,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}"
client_id: -Lt_WUXbfH2WoZAtCutp
Hello,"{'intent': 'greeting', 'entity': None, 'entity_type': None, 'polarity': None}"
Kenitha,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
Great. Thanks,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}"
"I live in Vacaville, CA","{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
"Mainly chicken, pasta, Italian, salad, vegetables","{'intent': 'inform', 'entity': ['pasta', 'salad', 'vegetables'], 'entity_type': 'food', 'polarity': '+'}"
Light,"{'intent': 'inform', 'entity': False, 'entity_type': 'hungry', 'polarity': None}"
Very,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
None,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}"
I have time,"{'intent': 'inform', 'entity': True, 'entity_type': 'time', 'polarity': None}"
client_id: -LtUuOY6qYhGIHMh0qgn
Hello,"{'intent': 'greeting', 'entity': None, 'entity_type': None, 'polarity': None}"
Alexandra,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
"Yes, everything's okay","{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}"
"Edinburgh, United Kingdom","{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
I usually eat some type of chicken with sides such as salad,"{'intent': 'inform', 'entity': ['salad'], 'entity_type': 'food', 'polarity': '+'}"
Feeling hungry,"{'intent': 'inform', 'entity': True, 'entity_type': 'hungry', 'polarity': None}"
I want it to be quite healthy,"{'intent': 'inform', 'entity': True, 'entity_type': 'healthy', 'polarity': None}"
Nope,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}"
I have some time,"{'intent': 'inform', 'entity': True, 'entity_type': 'time', 'polarity': None}"
That seems great,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}"
Sure,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}"
Not sure about that,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}"
Do you have anything not salmon based?,"{'intent': 'inform', 'entity': ['salmon'], 'entity_type': 'food', 'polarity': '-'}"
That looks great,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}"
No that's okay,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}"
client_id: -LtFi_cI6aVge9O_A3YY
Hello,"{'intent': 'greeting', 'entity': None, 'entity_type': None, 'polarity': None}"
I,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
light dinner,"{'intent': 'inform', 'entity': False, 'entity_type': 'hungry', 'polarity': None}"
not particularly healthy,"{'intent': 'inform', 'entity': False, 'entity_type': 'healthy', 'polarity': None}"
i should avoid high fat foods,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
something quick,"{'intent': 'inform', 'entity': False, 'entity_type': 'time', 'polarity': None}"
no thanks,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}"
No thanks,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}"
no thanks,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}"
no thanks,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}"
I want something easy to prepare,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
client_id: -LtUuMosvfGNZlFq7jDr
Hello cora,"{'intent': 'greeting', 'entity': None, 'entity_type': None, 'polarity': None}"
My name is Paulo,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
everything is fine,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}"
I live in portugal,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
Usually i eat meat and pasta,"{'intent': 'inform', 'entity': ['meat', 'pasta'], 'entity_type': 'food', 'polarity': '+'}"
"yes, i'm kinda hungry right now","{'intent': 'inform', 'entity': True, 'entity_type': 'hungry', 'polarity': None}"
100% healthy,"{'intent': 'inform', 'entity': True, 'entity_type': 'healthy', 'polarity': None}"
No,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}"
something quick,"{'intent': 'inform', 'entity': False, 'entity_type': 'time', 'polarity': None}"
I don't want any fish,"{'intent': 'inform', 'entity': ['fish'], 'entity_type': 'food', 'polarity': '-'}"
i don't have any avocado. Any other vegetarian ideias?,"{'intent': 'inform', 'entity': ['avocado'], 'entity_type': 'food', 'polarity': '-'}"
"yes, that seems pretty good","{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}"
i want a recipe for a cold drink,"{'intent': 'inform', 'entity': ['drink'], 'entity_type': 'food', 'polarity': '+'}"
seems fins,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
"no, i'm all good for now, thanks","{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}"
client_id: -Lt5Vd2Fw4p3K6caBkg_
hello,"{'intent': 'greeting', 'entity': None, 'entity_type': None, 'polarity': None}"
client_id: -Lt_IRmhdt52q3DoqF6V
hello,"{'intent': 'greeting', 'entity': None, 'entity_type': None, 'polarity': None}"
Mike,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
not too bad,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}"
UK,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
"fish, bread, and vegetables","{'intent': 'inform', 'entity': ['fish', 'bread', 'vegetables'], 'entity_type': 'food', 'polarity': '+'}"
light dinner,"{'intent': 'inform', 'entity': False, 'entity_type': 'hungry', 'polarity': None}"
very healthy,"{'intent': 'inform', 'entity': True, 'entity_type': 'healthy', 'polarity': None}"
no,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}"
something quick,"{'intent': 'inform', 'entity': False, 'entity_type': 'time', 'polarity': None}"
That looks very healthy and easy to prepare - thanks,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
no I think that'll be enough,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}"
client_id: -LtZwFZ-HD7xvZFCyDO2
Hello,"{'intent': 'greeting', 'entity': None, 'entity_type': None, 'polarity': None}"
Al,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
Yes,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}"
The UK,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
⅞,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
A happy medium.,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
As healthy as possible while not compromising taste or texture.,"{'intent': 'inform', 'entity': False, 'entity_type': 'healthy', 'polarity': None}"
No,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}"
Plenty of time to cook,"{'intent': 'inform', 'entity': True, 'entity_type': 'time', 'polarity': None}"
Looks good,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}"
Sure,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}"
Definitely,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}"
I'm good,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}"
Indeed,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}"
"That'll do, thanks","{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
Yes,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}"
No,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}"
client_id: -LtUzZf_4xnypn7ohHGL
Hello,"{'intent': 'greeting', 'entity': None, 'entity_type': None, 'polarity': None}"
Leanne,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
A little stressed as I'm Stuck in traffic and running late,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
Birmingham,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
Burger and fries,"{'intent': 'inform', 'entity': ['burger'], 'entity_type': 'food', 'polarity': '+'}"
Light dinner,"{'intent': 'inform', 'entity': False, 'entity_type': 'hungry', 'polarity': None}"
Very healthy,"{'intent': 'inform', 'entity': True, 'entity_type': 'healthy', 'polarity': None}"
Vegan,"{'intent': 'inform', 'entity': True, 'entity_type': 'vegan', 'polarity': None}"
Quick to prepare,"{'intent': 'inform', 'entity': False, 'entity_type': 'time', 'polarity': None}"
No,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}"
Yes,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}"
No,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}"
client_id: -LtZisx9nofYIOsklBaP
Hi! I don't know what to have for dinner tonight?,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}"
Jess,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
"I'm fine thank you, everything is fine","{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}"
Manchester,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
Usually some type of vegetable with maybe pasta or bread,"{'intent': 'inform', 'entity': ['pasta', 'bread'], 'entity_type': 'food', 'polarity': '+'}"
I'd rather have a light dinner,"{'intent': 'inform', 'entity': False, 'entity_type': 'hungry', 'polarity': None}"
"Somewhat healthy, but not too boring","{'intent': 'inform', 'entity': False, 'entity_type': 'healthy', 'polarity': None}"
I'm vegan!,"{'intent': 'inform', 'entity': True, 'entity_type': 'vegan', 'polarity': None}"
Something quickish preferably,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
I LOVE AVOCADO!!,"{'intent': 'inform', 'entity': ['avocado'], 'entity_type': 'food', 'polarity': '+'}"
"I do enjoy a bit of sweet potato, thank you","{'intent': 'inform', 'entity': ['potato'], 'entity_type': 'food', 'polarity': '+'}"
That looks like a good lunch meal,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}"
"No thank you, that's enough for now","{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}"
client_id: -LteXBCSCkb_KZwzQ3_H
hello,"{'intent': 'greeting', 'entity': None, 'entity_type': None, 'polarity': None}"
light dinner,"{'intent': 'inform', 'entity': False, 'entity_type': 'hungry', 'polarity': None}"
extremely healthy please,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
nothing,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}"
really quick,"{'intent': 'inform', 'entity': False, 'entity_type': 'time', 'polarity': None}"
thats amazing thanks,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}"
no im fine,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}"
client_id: -Lt_836z6Ju3FqGdZ7By
Hello,"{'intent': 'greeting', 'entity': None, 'entity_type': None, 'polarity': None}"
Alex,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
"I'm good, thank you","{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}"
Estonia,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
Pasta and veggies,"{'intent': 'inform', 'entity': ['pasta'], 'entity_type': 'food', 'polarity': '+'}"
hungry,"{'intent': 'inform', 'entity': True, 'entity_type': 'hungry', 'polarity': None}"
mildly,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
no,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}"
i have time,"{'intent': 'inform', 'entity': True, 'entity_type': 'time', 'polarity': None}"
sure,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}"
sure,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}"
its great,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}"
ok,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}"
i love it,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}"
no,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}"
client_id: -LtZiSh9m537jLKgZi-k
hello,"{'intent': 'greeting', 'entity': None, 'entity_type': None, 'polarity': None}"
Jess,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
yes thanks,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}"
Dorset,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
"Baked potato with cheese, and ham or pasta","{'intent': 'inform', 'entity': ['baked potato', 'cheese', 'pasta'], 'entity_type': 'food', 'polarity': '+'}"
hungry,"{'intent': 'inform', 'entity': True, 'entity_type': 'hungry', 'polarity': None}"
medium,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
weight watchers,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
quick,"{'intent': 'inform', 'entity': False, 'entity_type': 'time', 'polarity': None}"
no thanks,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}"
no thanks,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}"
no thanks,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}"
no thanks,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}"
yes,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}"
client_id: -LtZj5rJiFrPxxNk0wlz
"hello cora, what should i have for dinner tonight","{'intent': 'greeting', 'entity': None, 'entity_type': None, 'polarity': None}"
john,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
yes fine thanks,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}"
uk,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}"
"spaghetti bolognese, chicken pasta, pie and mash, sausages, mash and vegetables","{'intent': 'inform', 'entity': ['pasta', 'sausage', 'vegetables'], 'entity_type': 'food', 'polarity': '+'}"
hungry,"{'intent': 'inform', 'entity': True, 'entity_type': 'hungry', 'polarity': None}"
quite healthy,"{'intent': 'inform', 'entity': True, 'entity_type': 'healthy', 'polarity': None}"
no,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}"
quick,"{'intent': 'inform', 'entity': False, 'entity_type': 'time', 'polarity': None}"
"lovely, but what would i have with it?","{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}"
yes,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}"
ooh nice,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}"
yes please- not salmon,"{'intent': 'inform', 'entity': ['salmon'], 'entity_type': 'food', 'polarity': '-'}"
hmmm i like meat,"{'intent': 'inform', 'entity': ['meat'], 'entity_type': 'food', 'polarity': '+'}"
